0.13299,0.01769,3.98E-05,-1.51E-04,3.78141,,0.13298,1.60E-06,1.60E-06,-7.05E-05,44.0625
0.13398,0.01795,3.67E-05,-1.48E-04,4.0218,,0.13399,2.90E-06,2.90E-06,-7.25E-05,25
0.13498,0.01822,4.34E-05,-1.51E-04,3.48848,,0.13499,1.80E-06,1.80E-06,-7.02E-05,39
0.13599,0.01849,3.79E-05,-1.46E-04,3.86016,,0.13599,1.60E-06,1.60E-06,-6.82E-05,42.625
0.13698,0.01876,3.83E-05,-1.48E-04,3.85117,,0.13698,1.50E-06,1.50E-06,-6.87E-05,45.8
0.138,0.01904,3.88E-05,-1.48E-04,3.80155,,0.13801,7.00E-07,7.00E-07,-6.64E-05,94.85714
0.13899,0.01932,3.73E-05,-1.45E-04,3.89544,,0.13899,-1.00E-07,-1.00E-07,-6.50E-05,-650
0.13999,0.0196,3.30E-05,-1.43E-04,4.32121,,0.13999,1.00E-07,1.00E-07,-6.48E-05,648
0.14099,0.01988,4.12E-05,-1.48E-04,3.59223,,0.14099,-5.00E-07,-5.00E-07,-6.43E-05,-128.6
0.142,0.02016,3.06E-05,-1.41E-04,4.5915,,0.14199,-8.00E-07,-8.00E-07,-6.43E-05,-80.375
0.14298,0.02044,3.53E-05,-1.44E-04,4.07082,,0.14298,-1.50E-06,-1.50E-06,-6.28E-05,-41.86667
0.14399,0.02073,3.70E-05,-1.42E-04,3.84595,,0.14399,-2.20E-06,-2.20E-06,-6.21E-05,-28.22727
0.145,0.02103,3.19E-05,-1.39E-04,4.35423,,0.14499,-1.20E-06,-1.20E-06,-6.44E-05,-53.66667
0.14598,0.02131,3.14E-05,-1.38E-04,4.40764,,0.14599,-2.10E-06,-2.10E-06,-6.19E-05,-29.47619
0.14698,0.0216,2.78E-05,-1.35E-04,4.8705,,0.14699,-2.50E-06,-2.50E-06,-6.17E-05,-24.68
0.14799,0.0219,2.55E-05,-1.33E-04,5.21176,,0.14799,-2.50E-06,-2.50E-06,-6.04E-05,-24.16
0.149,0.0222,2.76E-05,-1.34E-04,4.83696,,0.149,-2.90E-06,-2.90E-06,-5.95E-05,-20.51724
